doc,entity,type,count
GDSC001790050700.txt,Department,organization,2
GDSC001790050700.txt,Party,organization,1
GDSC001790050700.txt,s A.M.E. Church,organization,1
GDSC001790050700.txt,Southern California Summer Research Program,organization,1
GDSC001790050700.txt,Project Potential of Local Federal Agencies,organization,1
GDSC001790050700.txt,Department of Agriculture and Department of Juetioe,organization,1
GDSC001790050700.txt,Conservation Service,organization,1
GDSC001790050700.txt,Negro,organization,2
GDSC001790050700.txt,LCWashington D.C.,organization,2
GDSC001790050700.txt,University of Pennsylvania,organization,1
GDSC001790050700.txt,Public Housing Administration,organization,1
GDSC001790050700.txt,Federal Programs,organization,1
GDSC001790050700.txt,U. S. Commission,organization,1
GDSC001790050700.txt,New York City University School of Law,organization,2
GDSC001790050700.txt,Farmers Home Administration,organization,2
GDSC001790050700.txt,Organization for the Rural Poor,organization,1
GDSC001790050700.txt,California Rural Legal Assistance Program,organization,1
GDSC001790050700.txt,A. M. E. Church Selma,organization,1
GDSC001790050700.txt,USDA,organization,2
GDSC001790050700.txt,National Committee Members,organization,1
GDSC001790050700.txt,United Farm Workers of California,organization,1
GDSC001790050700.txt,Southern Regional Council,organization,1
GDSC001790050700.txt,Mississippi Freedom Democratic Party,organization,6
GDSC001790050700.txt,Southern Christian Leadership Conference,organization,1
GDSC001790050700.txt,Federal Extension Service,organization,2
GDSC001790050700.txt,Students Civil Rights Research Council,organization,1
GDSC001790050700.txt,New York City University College of Arts and Sciences,organization,1
GDSC001790050700.txt,Stabilization,organization,1
GDSC001790050700.txt,Treasurer NATIONAL COMMITTEE,organization,1
GDSC001790050700.txt,Civil Liberties Program,organization,1
GDSC001790050700.txt,Dallas County Freedom Organization,organization,1
GDSC001790050700.txt,Post Office Box 447 Sunflower,organization,1
GDSC001790050700.txt,SNCC,organization,1
GDSC001790050700.txt,Rossmoore Counselors,organization,1
GDSC001790050700.txt,St. Paul,organization,1
GDSC001790019500.txt,Center for Disease Control,organization,1
GDSC001790019500.txt,Peace Corps,organization,1
GDSC001790019500.txt,Major Cash Contributions for Disaster Relief Purposes European Economic Community,organization,1
GDSC001790019500.txt,European Economic Community,organization,1
GDSC001790019500.txt,Agency for International Development,organization,1
GDSC001790019500.txt,Hunter Farnham Desk Officer Sahelian Drought Emergency Bureau for Africa Enclosure,organization,1
GDSC001790019500.txt,National Office for Black Catholics,organization,1
GDSC001790019500.txt,National Welfare Rights Organization,organization,1
GDSC001790019500.txt,United Nations,organization,7
GDSC001790019500.txt,United Nations Food and Agricultural Organization,organization,1
GDSC001790019500.txt,A Montanari,organization,1
GDSC001790019500.txt,Hunter Farnham,organization,1
GDSC001790019500.txt,Catholic Relief Services,organization,1
GDSC001790019500.txt,Ford,organization,1
GDSC001790019500.txt,FAO,organization,2
GDSC001790019500.txt,People United,organization,1
GDSC001790019500.txt,CSM,organization,1
GDSC001790019500.txt,US Air Force,organization,2
GDSC001790019500.txt,Upper Volta Estimated Total Contributions,organization,1
GDSC001790019500.txt,Congress of African People,organization,1
GDSC001790019500.txt,U.S. Contribution to Sahel Trust Fund,organization,1
GDSC001790019500.txt,Sahel Zone Trust Fund,organization,2
GDSC001790019500.txt,Church World Service,organization,1
GDSC001790019500.txt,African Heritage Studies Association,organization,1
GDSC001790019500.txt,Incorporated,organization,1
GDSC001790019500.txt,CWashington D.C.,organization,2
GDSC001790019500.txt,Health Ministry,organization,1
GDSC001790019500.txt,American Friends Service Committee,organization,1
GDSC001790019500.txt,World Relief Commission,organization,1
GDSC001790019500.txt,Senate,organization,1
GDSC001790019500.txt,Hunger Foundation,organization,1
GDSC001790019500.txt,Medical Assistance Programs,organization,1
GDSC001790019500.txt,Director Office of Public Affairs Department of State,organization,1
GDSC001790019500.txt,House,organization,1
GDSC001790019500.txt,SAHEL DROUGHT ASSISTANCE Total International Contributions I. Major Food Contributions United States,organization,1
GDSC001790019500.txt,Chiefs of State,organization,1
GDSC001790019500.txt,Sahel Africa,organization,1
GDSC001790040800.txt,Federal Aviation Administration,organization,1
GDSC001790040800.txt,Civil Aeronautics Board,organization,1
GDSC001790040800.txt,N.Y.C. Martin Adam Jacobs Dist,organization,1
GDSC001790040800.txt,Medger Evers,organization,1
GDSC001790040800.txt,National Observer,organization,1
GDSC001790040800.txt,Center for Study of World Peace Roger Williams,organization,1
GDSC001790040800.txt,Monthly Review,organization,1
GDSC001790040800.txt,Yale ... Economics,organization,1
GDSC001790040800.txt,Justice,organization,1
GDSC001790040800.txt,Sons,organization,1
GDSC001790040800.txt,PPFA,organization,3
GDSC001790040800.txt,Public Relations Cambridge,organization,1
GDSC001790040800.txt,Harvard Law School Edward I. Koch,organization,1
GDSC001790040800.txt,Food Research and Action Center,organization,1
GDSC001790040800.txt,The Organization of African Unity Amnesty International,organization,1
GDSC001790040800.txt,l Bank Hollywood,organization,1
GDSC001790040800.txt,Bank of Ruleville,organization,1
GDSC001790040800.txt,Education Center,organization,1
GDSC001790040800.txt,S SMOKE THERE,organization,1
GDSC001790040800.txt,Latin America,organization,1
GDSC001790040800.txt,Harvard Medical School,organization,2
GDSC001790040800.txt,Commissioner of Health New York City State,organization,1
GDSC001790040800.txt,NEWSWEEK WHERE THERE,organization,1
GDSC001790040800.txt,Microbiologic Res,organization,1
GDSC001790040800.txt,U.S. Police Operations,organization,1
GDSC001790040800.txt,North American Congress,organization,2
GDSC001790040800.txt,Council of Europe,organization,1
GDSC001790040800.txt,Item Cost For One Total Cost For Five Cost,organization,1
GDSC001790040800.txt,MISSISSIPPI Rt.,organization,1
GDSC001790040800.txt,Pentagon,organization,1
GDSC001790040800.txt,American College of Preventive Medicine,organization,1
GDSC001790040800.txt,Society Comm,organization,1
GDSC001790040800.txt,Commission,organization,1
GDSC001790040800.txt,Harvard University,organization,1
GDSC001790040800.txt,Sens,organization,1
GDSC001790040800.txt,NACLA,organization,13
GDSC001790040800.txt,American Commission on Human Rights,organization,1
GDSC001790040800.txt,Voice of Calvary,organization,5
GDSC001790040800.txt,Canada Walsh McDermott,organization,1
GDSC001790040800.txt,Planned Parenthood Federation of America Inc.,organization,1
GDSC001790040800.txt,Voice of Calvary Ministries,organization,1
GDSC001790040800.txt,GUnited Nations Club,organization,1
GDSC001790040800.txt,Federal Communications Commission,organization,1
GDSC001790040800.txt,Civil Rights Movement,organization,1
GDSC001790040800.txt,Harvard,organization,1
GDSC001790040800.txt,Ochsner Clinic New Orleans Richard Overholt,organization,1
GDSC001790040800.txt,Ward,organization,1
GDSC001790040800.txt,Federal Aviation Administra,organization,1
GDSC001790040800.txt,Federal Communica,organization,1
GDSC001790040800.txt,MPLA,organization,1
GDSC001790040800.txt,Psychology Rutgers University Abigail Van Buren Columnist,organization,1
GDSC001790040800.txt,S BANZHAF,organization,1
GDSC001790040800.txt,UPI,organization,1
GDSC001790040800.txt,Cuyahoga County New Democratic Coalition,organization,1
GDSC001790040800.txt,General Research Corporation,organization,1
GDSC001790040800.txt,Miles East Of GREENVILLE,organization,1
GDSC001790040800.txt,Thrift Store,organization,1
GDSC001790040800.txt,Green,organization,2
GDSC001790040800.txt,tions Commission,organization,1
GDSC001790040800.txt,York University,organization,1
GDSC001790040800.txt,Town Houses,organization,1
GDSC001790040800.txt,Hough Area Development Corporation,organization,1
GDSC001790040800.txt,Western Electric,organization,1
GDSC001790040800.txt,Civil Rights Group,organization,1
GDSC001790040800.txt,District of Columbia,organization,2
GDSC001790040800.txt,New York City State Board of Social Welfare,organization,1
GDSC001790040800.txt,Voice of Calvary Center,organization,1
GDSC001790040800.txt,Smoking and Health Community,organization,1
GDSC001790040800.txt,Harvard Med,organization,1
GDSC001790040800.txt,Hall Syndicate Charles W. Lantz,organization,1
GDSC001790040800.txt,Marlyand,organization,1
GDSC001790040800.txt,CWRU,organization,1
GDSC001790040800.txt,Livingston Farrand Prof,organization,1
GDSC001790040800.txt,Cleveland United Freedom Move,organization,1
GDSC001790040800.txt,Glo Orange Super Message Stickers,organization,1
GDSC001790040800.txt,Executive Director Institute for American Democracy,organization,1
GDSC001790040800.txt,Federal Bureau of Investigation,organization,1
GDSC001790040800.txt,International Secretariat,organization,1
GDSC001790040800.txt,Congress,organization,1
GDSC001790040800.txt,Harvard Medical School Edward L. Bemays,organization,1
GDSC001790040800.txt,Plastic Desk Sign,organization,1
GDSC001790040800.txt,Moseley Professor of Surgery Harvard Medical School Stuart Mudd,organization,1
GDSC001790040800.txt,International Planned Parenthood Federation,organization,1
GDSC001790040800.txt,M.D. Paul T. De Camp,organization,1
GDSC001790040800.txt,National Center for Prevention and Control of Rape,organization,1
GDSC001790040800.txt,Labor Del Monte,organization,1
GDSC001790040800.txt,ASH,organization,8
GDSC001790040800.txt,Citizens,organization,1
GDSC001790040800.txt,Massachusetts Anthony C. Beilenson State,organization,1
GDSC001790040800.txt,Play Committee of Ruleville Central Elementary School,organization,1
GDSC001790040800.txt,United Freedom Movement,organization,1
GDSC001790040800.txt,House,organization,1
GDSC001790040800.txt,Interstate Commerce Commission,organization,1
GDSC001790040800.txt,Amnesty International,organization,10
GDSC001790040800.txt,Women and Religion Task Force,organization,1
GDSC001790040800.txt,Citizens League Against Sonic Boom,organization,1
GDSC001790040800.txt,Cleveland,organization,1
GDSC001790040800.txt,Smoking and Health,organization,2
GDSC001790040800.txt,Children,organization,1
GDSC001790040800.txt,CIA,organization,1
GDSC001790040800.txt,U. S. Supreme Court,organization,1
GDSC001790040800.txt,Baylor College of Medicine,organization,1
GDSC001790040800.txt,Republican Party,organization,1
GDSC001790040800.txt,Recreational,organization,1
GDSC001790040800.txt,Carnes Conservationist,organization,1
GDSC001790040800.txt,U. S.,organization,1
GDSC001790040800.txt,UNESCO,organization,1
GDSC001790040800.txt,EMPIRE,organization,1
GDSC001790040800.txt,Freedom Fighters Inc.,organization,1
GDSC001790040800.txt,M.D. School of Public Health University of Michigan Charles A. Evans,organization,1
GDSC001790040800.txt,Planned Parenthood,organization,1
GDSC001790040800.txt,Co.,organization,1
GDSC001790040800.txt,City Council,organization,1
GDSC001790040800.txt,Dept. of Pathology U. of Pittsburgh Med,organization,1
GDSC001790040800.txt,Teenage Rifle Club,organization,1
GDSC001790040800.txt,Miami School of Medicine,organization,1
GDSC001790040800.txt,Leach Enterprises Bismarck,organization,1
GDSC001790040800.txt,Federal Trade Commission,organization,1
GDSC001790040800.txt,United Nations,organization,2
GDSC001790040800.txt,Cornell Med,organization,1
GDSC001790040800.txt,CANCIRCO Inc.,organization,1
GDSC001790040800.txt,Customer Support University Computing Co.,organization,1
GDSC001790040800.txt,Portia Law School,organization,1
GDSC001790040800.txt,National Organization for Women,organization,2
GDSC001790040800.txt,Civil Rights GUnited Nations Club,organization,1
GDSC001790040800.txt,Mendenhall Thrift Store,organization,1
GDSC001790040800.txt,Cleveland School,organization,1
GDSC001790040800.txt,USVA Hospital,organization,1
GDSC001790040800.txt,Showtime Here,organization,1
GDSC001790040800.txt,Ruleville Central High School,organization,1
GDSC001790040800.txt,Saloon League,organization,1
GDSC001790040800.txt,Board Franklin National Bank,organization,1
GDSC001790040800.txt,Tax Deductible,organization,1
GDSC001790040800.txt,s Division Menninger Clinic Silvan S. Tomkins,organization,1
GDSC001790021800.txt,Project Director for Board,organization,1
GDSC001790021800.txt,WACE,organization,1
GDSC001790021800.txt,Business College,organization,1
GDSC001790021800.txt,c. Control of budget expenditures,organization,1
GDSC001790021800.txt,Attends Advisory Board,organization,1
GDSC001790021800.txt,ABE Centers,organization,3
GDSC001790021800.txt,Board,organization,5
GDSC001790021800.txt,County Advisory Board,organization,1
GDSC001790021800.txt,Board Administration Committee,organization,1
GDSC001790021800.txt,CAA,organization,1
GDSC001790021800.txt,Outreach Workers,organization,2
GDSC001790021800.txt,Adult Basic Education Centers,organization,1
GDSC001790021800.txt,Education Division Annual Training Program,organization,1
GDSC001790021800.txt,Advisory Boards,organization,1
GDSC001790021800.txt,DOC Division Level Personnel,organization,1
GDSC001790021800.txt,DOC Board,organization,4
GDSC001790021800.txt,Delta Opportunities Corporation,organization,2
GDSC001790021800.txt,Washington D.C.A,organization,1
GDSC001790021800.txt,Help Housing,organization,1
GDSC001790021800.txt,Adult Basic Education Programs,organization,2
GDSC001790021800.txt,Unions and Governmental Agencies,organization,1
GDSC001790021800.txt,Advisory Board,organization,1
GDSC001790021800.txt,Doc,organization,39
GDSC001790021800.txt,Delta,organization,5
GDSC001790021800.txt,Financial Administration,organization,1
GDSC001790021800.txt,Board Planning Committee,organization,1
GDSC001790021800.txt,Information System,organization,1
GDSC001790021800.txt,Annual Training Program for DOC,organization,1
GDSC001790021800.txt,Outreach Coordinators,organization,1
GDSC001790021800.txt,Board Programs Committee,organization,2
GDSC001790021800.txt,Central Administration UJork Program,organization,1
GDSC001790021800.txt,Outreach Supervisors,organization,1
GDSC001790021800.txt,DOC Executive Committee,organization,1
GDSC001790021800.txt,Board Planning and Programs Committees,organization,1
GDSC001790021800.txt,Authority,organization,1
GDSC001790021800.txt,Adult Education Program,organization,1
GDSC001790021800.txt,Prooram Operations,organization,1
GDSC001790021800.txt,General Administration,organization,5
GDSC001790021800.txt,Contract Administration,organization,1
GDSC001790058400.txt,McClaughry Associates,organization,1
GDSC001790058400.txt,National Board of Trustees,organization,1
GDSC001790058400.txt,Economic Students of Jackson State College,organization,1
GDSC001790058400.txt,Food Science and Nutrition,organization,1
GDSC001790058400.txt,Spear Press,organization,2
GDSC001790058400.txt,ATI,organization,1
GDSC001790058400.txt,Black Education Program,organization,1
GDSC001790058400.txt,Stato,organization,1
GDSC001790058400.txt,American Resources,organization,1
GDSC001790058400.txt,Poor People Corporation,organization,2
GDSC001790058400.txt,Board,organization,2
GDSC001790058400.txt,Jackson Office and School Supply Company,organization,1
GDSC001790058400.txt,Jackson Office Supply,organization,1
GDSC001790058400.txt,Southwest Georgia Project,organization,1
GDSC001790058400.txt,A.A.R.,organization,2
GDSC001790058400.txt,School Supply Company,organization,3
GDSC001790058400.txt,SCO,organization,1
GDSC001790058400.txt,Tougaloo College,organization,1
GDSC001790058400.txt,Che SCaff Budget,organization,1
GDSC001790058400.txt,Community Development Corporation,organization,1
GDSC001790058400.txt,Community Care Program,organization,2
GDSC001790058400.txt,Shaw Urban Renewal,organization,1
GDSC001790058400.txt,Black Conglomerate The Black Conglomerate,organization,1
GDSC001790058400.txt,Milsaps College,organization,1
GDSC001790058400.txt,Center for Black Education,organization,2
GDSC001790058400.txt,Liberty Houses,organization,1
GDSC001790058400.txt,Jackson Office,organization,6
GDSC001790058400.txt,First National Bank,organization,1
GDSC001790058400.txt,Bank,organization,2
GDSC001790058400.txt,Cost of Goods,organization,1
GDSC001790058400.txt,School,organization,2
GDSC001790058400.txt,Drum,organization,1
GDSC001790058400.txt,USDA,organization,1
GDSC001790058400.txt,nrm,organization,1
GDSC001790058400.txt,Srr Reat Utilities Office Squire At Office Supplies,organization,1
GDSC001790058400.txt,Ifertial Arts,organization,1
GDSC001790058400.txt,Executive Committee,organization,1
GDSC001790058400.txt,Office Rental,organization,1
GDSC001790058400.txt,Black Land Movement,organization,2
GDSC001790058400.txt,BLM,organization,2
GDSC001790058400.txt,Black Conglomerate,organization,1
GDSC001790058400.txt,Permanent Organizational Structure Committee,organization,1
GDSC001790058400.txt,Black History,organization,1
GDSC001790058400.txt,Incorporated,organization,6
GDSC001790058400.txt,Jackson Office and Supply Company,organization,1
GDSC001790058400.txt,Zt Spear Press,organization,1
GDSC001790058400.txt,Fund Raising Committee,organization,1
GDSC001790058400.txt,Land Acquisition Committee,organization,1
GDSC001790058400.txt,Histadrut,organization,1
GDSC001790058400.txt,Marcus Garvey School of Community Organization,organization,1
GDSC001790058400.txt,CDA,organization,3
GDSC001790058400.txt,Office,organization,1
GDSC001790058400.txt,Public Relation for the Barg Drink Company of Jackson,organization,1
GDSC001790058400.txt,Black Students Unions,organization,1
GDSC001790058400.txt,House,organization,1
GDSC001790058400.txt,Utilities Telephone Office,organization,1
GDSC001790058400.txt,Barg Drink Company,organization,2
GDSC001790058400.txt,National Sharecroppers Fund,organization,1
GDSC001790058400.txt,vXC,organization,1
GDSC001790058400.txt,NCI,organization,2
GDSC001790058400.txt,New Communities,organization,5
GDSC001790058400.txt,SBA,organization,1
GDSC001790058400.txt,Committee,organization,1
GDSC001790058400.txt,s Community Center,organization,1
GDSC001790058400.txt,NFS,organization,1
GDSC001790058400.txt,Federal City College,organization,2
GDSC001790058400.txt,Household Funiture Surrender Value of Insurance Stock Bond House,organization,1
GDSC001790058400.txt,Clerk of Superior Court,organization,2
GDSC001790049700.txt,Fannie L,organization,1
GDSC001790049700.txt,S.E. Powell Portlaad,organization,1
GDSC001790049700.txt,Fannie Lou Ilamer Living Memorial Charitable Trust Fund,organization,2
GDSC001790049700.txt,Fannie Lou Ilamer Fund,organization,1
GDSC001790049700.txt,KAFB Tyler,organization,1
GDSC001790049700.txt,Rof,organization,1
GDSC001790049700.txt,Hamer Living Memorial Charitable Trust Fund,organization,1
GDSC001790049700.txt,Fannie Lou Hamer Living Memorial Charitable Trust Fund,organization,46
GDSC001790049700.txt,Welded Inc.,organization,1
GDSC001790049700.txt,New York City,organization,1
GDSC001790049700.txt,Pressedfe Welded Inc,organization,1
GDSC001790049700.txt,Fannie Lou Hamor Living Memorial Charitable Trust Fund,organization,1
GDSC001790049700.txt,Ref,organization,1
GDSC001790049700.txt,Pressed,organization,1
GDSC001790054400.txt,Dynamo Industry Project Budget,organization,1
GDSC001790054400.txt,American Democracy,organization,1
GDSC001790054400.txt,Corporation,organization,1
GDSC001790054400.txt,State,organization,2
GDSC001790054400.txt,Black,organization,1
GDSC001790054400.txt,Board,organization,3
GDSC001790054400.txt,Board and Executive Committee,organization,1
GDSC001790054400.txt,Administrative Staff,organization,1
GDSC001790054400.txt,Office of Economic Opportunity,organization,1
GDSC001790054400.txt,Trust Rind,organization,1
GDSC001790054400.txt,Small Business Administration,organization,1
GDSC001790054400.txt,City State,organization,1
GDSC001790054400.txt,U. S. A.,organization,1
GDSC001790054400.txt,Tougaloo College and Mary Holmes Junior College,organization,1
GDSC001790054400.txt,Dynamo Industry Project,organization,2
GDSC001790054400.txt,Trust Fund,organization,3
GDSC001790054400.txt,Education Committee,organization,1
GDSC001790054400.txt,Manpower Identification and Recruitment C. Office Rent,organization,1
GDSC001790054400.txt,TOTAL B. Office Supplies Telephone Mailings Equipment,organization,1
GDSC001790054400.txt,Delta Ministry,organization,3
GDSC001790054400.txt,Research and Development Committee,organization,1
GDSC001790054400.txt,National Council of Churches,organization,1
GDSC001790054400.txt,Mission of the National Council of the Churches of Christ,organization,1
GDSC001790054400.txt,or Development Corporation,organization,1
GDSC001790054400.txt,Executive Committee,organization,5
GDSC001790054400.txt,Personnel Committee,organization,3
GDSC001790054400.txt,Development Corporation Budget,organization,1
GDSC001790054400.txt,Development Corporation,organization,18
GDSC001790054400.txt,Harvard Business School,organization,1
GDSC001790054400.txt,Incorporated,organization,2
GDSC001790054400.txt,Dynamo Industry,organization,1
GDSC001790054400.txt,School of Industrial Management,organization,1
GDSC001790054400.txt,Management Assistance Program of the Corporation,organization,1
GDSC001790054400.txt,Manpower Development and Research,organization,1
GDSC001790054400.txt,M.I.T. Sloan School of Industidal Mazxagement,organization,1
GDSC001790054400.txt,Resource and Development Committee,organization,1
GDSC001790054400.txt,DYNAMO,organization,1
GDSC001790054400.txt,OF OF Investment Trust,organization,1
GDSC001790054400.txt,Natch Institution Inc.,organization,1
GDSC001790054400.txt,Mary Holmes College,organization,1
GDSC001790054400.txt,B. Education Committee The Education Committee,organization,1
GDSC001790063000.txt,Mississippi,organization,1
GDSC001790063000.txt,WFI,organization,1
GDSC001790063000.txt,Freedom Movement,organization,1
GDSC001790063000.txt,Jean Carey Bond Pictures,organization,1
GDSC001790063000.txt,Dunbar High School,organization,1
GDSC001790063000.txt,W.E.B. Du Bois,organization,1
GDSC001790063000.txt,West Africa Vignettes,organization,2
GDSC001790063000.txt,Heritage,organization,1
GDSC001790063000.txt,Freedomways Associates,organization,2
GDSC001790063000.txt,United Nations,organization,1
GDSC001790063000.txt,Influence of Fanon,organization,1
GDSC001790063000.txt,Du Bois Record,organization,1
GDSC001790063000.txt,Year of Publishing,organization,1
GDSC001790063000.txt,American Society of African Culture,organization,1
GDSC001790063000.txt,Frederick Douglass Record,organization,1
GDSC001790063000.txt,Peace Congresses,organization,1
GDSC001790063000.txt,Negro Freedom Movement,organization,2
GDSC001790063000.txt,NAACP Legal Defense and Education Fund,organization,1
GDSC001790063000.txt,Columbia University,organization,1
GDSC001790063000.txt,Moses Asch Folkways Record Album,organization,1
GDSC001790063000.txt,Ward Ritchie Press,organization,1
GDSC001790063000.txt,NAACP,organization,2
GDSC001790063000.txt,Artists Committee,organization,1
GDSC001790063000.txt,Black Pioneers Record,organization,1
GDSC001790063000.txt,Harvard U,organization,1
GDSC001790063000.txt,Langston Hughes Record,organization,1
GDSC001790045300.txt,State Executive Committee The State Executive Committee,organization,1
GDSC001790045300.txt,Republican and Democratic Parties,organization,1
GDSC001790045300.txt,County Executive Committee,organization,1
GDSC001790045300.txt,Freedom Democratic Party,organization,4
GDSC001790045300.txt,Democratic Party,organization,2
GDSC001790045300.txt,Executive Committee,organization,3
GDSC001790045300.txt,ea Democratic Party,organization,1
GDSC001790045300.txt,Post Office Box,organization,2
GDSC001790045300.txt,The Freedom Democratic Party,organization,2
GDSC001790045300.txt,University ef Mississippi,organization,1
GDSC001790045300.txt,National Democratic Party,organization,2
GDSC001790045300.txt,Office and Business Administrator,organization,1
GDSC001790045300.txt,Courts,organization,1
GDSC001790045300.txt,Convention,organization,2
GDSC001790045300.txt,Mississippi Freedom Democratic Party,organization,15
GDSC001790045300.txt,Party,organization,7
GDSC001790045300.txt,Congressional District,organization,1
GDSC001790045300.txt,Fbee,organization,1
GDSC001790022000.txt,United Packing Bouse Workers of America,organization,1
GDSC001790022000.txt,Rector St,organization,1
GDSC001790022000.txt,Willard Johnson Bryant Hollins Mol King Guido St.,organization,1
GDSC001790022000.txt,N.K.G.B.O.,organization,1
GDSC001790022000.txt,Interreligious Council on Urban Affairs,organization,1
GDSC001790022000.txt,Hect Negro Candidates,organization,1
GDSC001790022000.txt,KLect Negro Candidates,organization,1
GDSC001790022000.txt,Regent Circle,organization,1
GDSC001790022000.txt,Missistftppians United,organization,1
GDSC001790022000.txt,Black Power,organization,1
GDSC001790022000.txt,University of Chicago Divinity School,organization,1
GDSC001790022000.txt,Pleasanton St,organization,1
GDSC001790022000.txt,Catholic Interracial Council,organization,1
GDSC001790022000.txt,Boston Core,organization,1
GDSC001790023800.txt,Emergency Food and Medical Services Program,organization,1
GDSC001790023800.txt,Miesissippians United,organization,1
GDSC001790023800.txt,Sunflower,organization,1
GDSC001790023800.txt,ELeot Negro Candidates,organization,1
GDSC001790023800.txt,Child Development Group of Mississippi,organization,1
GDSC001790023800.txt,Black Methodists for Church Renewal,organization,1
GDSC001790023800.txt,Mississippi Negroes,organization,1
GDSC001790023800.txt,Church Women United Consultation on Action Programs,organization,1
GDSC001790023800.txt,Office of Economic Opportunity,organization,1
GDSC001790023800.txt,Congress,organization,1
GDSC001790023800.txt,Delta Opportunities Corporation,organization,2
GDSC001790023800.txt,Delta,organization,1
GDSC001790023800.txt,Mississippians United,organization,4
GDSC001790023800.txt,Delta Ministry,organization,2
GDSC001790023800.txt,Issaquena County Freedom Democratic Party,organization,1
GDSC001790023800.txt,National Council of Churches,organization,1
GDSC001790023800.txt,Gammon Theological Seminary,organization,1
GDSC001790023800.txt,Child Development Group,organization,1
GDSC001790023800.txt,Mississippi Freedom Democratic Party,organization,1
GDSC001790023800.txt,Ford Foundation,organization,1
GDSC001790023800.txt,National Council of the Churches of Christ,organization,1
GDSC001790023800.txt,theForrest County Action Committee,organization,1
GDSC001790023800.txt,Elect Negro Candidates,organization,1
GDSC001790012800.txt,Lawyers Constitutional Defense Committee,organization,1
GDSC001790012800.txt,Federal Voting Examiner,organization,1
GDSC001790012800.txt,Mississippi,organization,1
GDSC001790012800.txt,Mississippi Democratic Party,organization,3
GDSC001790012800.txt,Free Democratic Party,organization,4
GDSC001790012800.txt,Party,organization,6
GDSC001790012800.txt,Federal Observers,organization,1
GDSC001790012800.txt,Party Primary,organization,2
GDSC001790012800.txt,County Committee,organization,1
GDSC001790012800.txt,Haunfcy Democratic Executive Committees,organization,1
GDSC001790012800.txt,Freedom Democratic Party,organization,2
GDSC001790012800.txt,Mississippi Center for Black Elected,organization,1
GDSC001790012800.txt,Mississippi Lawyers Constitutional Defense Committee,organization,1
GDSC001790012800.txt,Circuit Clerk,organization,6
GDSC001790012800.txt,School Board,organization,1
GDSC001790012800.txt,General Election,organization,6
GDSC001790012800.txt,Department of Justice,organization,1
GDSC001790012800.txt,s Office,organization,1
GDSC001790012800.txt,City Election Commission,organization,1
GDSC001790012800.txt,Democratic County Committee,organization,1
GDSC001790012800.txt,Federal Examiner,organization,2
GDSC001790012800.txt,Constitutional Defense Committee,organization,1
GDSC001790012800.txt,Federal Court,organization,2
GDSC001790012800.txt,House of Representatives,organization,1
GDSC001790012800.txt,Mississippi Center for Black Elected Officials Telephone,organization,1
GDSC001790012800.txt,Federal Registrar,organization,2
GDSC001790012800.txt,Mississippi Center for Black Elected Officials Telephones Jackson,organization,1
GDSC001790062600.txt,Ruleville Community,organization,1
GDSC001790062600.txt,Community Affairs Association,organization,8
GDSC001790062600.txt,P.P.F.,organization,1
GDSC001790062600.txt,Construction Company,organization,1
GDSC001790062600.txt,South Central Bell Telephone Company,organization,1
GDSC001790062600.txt,Medicare,organization,1
GDSC001790050200.txt,Fannie Lcxj Hamer Living Memorial Charitable Trust Fund Received,organization,1
GDSC001790050200.txt,Charlotte Weiner,organization,1
GDSC001790050200.txt,Fannie Lou Hamer Living Memorial Charitable Trust Fund,organization,38
GDSC001790050200.txt,Adwoa O. Steel,organization,1
GDSC001790050200.txt,William F.,organization,1
GDSC001790052500.txt,Catholic,organization,1
GDSC001790052500.txt,Delta Ministry Program of the Division of Christian Life,organization,1
GDSC001790052500.txt,Research,organization,1
GDSC001790052500.txt,National Council of the Churches of Christ,organization,2
GDSC001790052500.txt,Education and Welfare,organization,1
GDSC001790052500.txt,LCWashington D.C.,organization,1
GDSC001790052500.txt,Department of Health,organization,1
GDSC001790052500.txt,Episcopal Church Oxford,organization,1
GDSC001790052500.txt,Columbia School of Social Work,organization,1
GDSC001790052500.txt,Right Wrong Office,organization,1
GDSC001790052500.txt,Post Office,organization,3
GDSC001790052500.txt,Job Corps,organization,2
GDSC001790052500.txt,State Inspection Sticker,organization,2
GDSC001790052500.txt,Senate Committee on Migrant Affairs,organization,1
GDSC001790052500.txt,Delta Ministry,organization,6
GDSC001790052500.txt,Department of Personnel,organization,2
GDSC001790052500.txt,University of Puerto Rico,organization,1
GDSC001790052500.txt,Conference Office of Projects,organization,1
GDSC001790052500.txt,Civil Rights Commission,organization,1
GDSC001790052500.txt,West Virginia Community Mental Health Project,organization,1
GDSC001790052500.txt,U.S. Post Office,organization,1
GDSC001790052500.txt,Incorporated,organization,4
GDSC001790052500.txt,Jane Schutt Church Women,organization,1
GDSC001790052500.txt,Delta Ministry Post Office Box,organization,1
GDSC001790052500.txt,University of Wisconsin,organization,1
GDSC001790052500.txt,Custom Ford,organization,9
GDSC001790052500.txt,Navy Nurses Corps,organization,1
GDSC001790052500.txt,Wolf Creek Job Corps Center,organization,1
GDSC001790052500.txt,The University of Alaska,organization,1
GDSC001790052500.txt,Council,organization,4
GDSC001790052500.txt,Church Federation of Greater Chicago,organization,1
GDSC001790052500.txt,Speed Standard Transmission STD Selectaire,organization,1
GDSC001790052500.txt,Agriculture,organization,3
GDSC001790052500.txt,Christian Life and Mission National Council of the Churches of Christ,organization,1
